OBJECT ID,FILENAME,SUBJECT,SESSION,CHANNEL,F1,F2,F3,F4,F5,F6,F7,F8
0,1_1_bk_pic.pckl,sb1,se1,['F8'],2.1402641172178187,6.5174385283964105,0.6259728834178432,-0.18668615577364678,4.609233062317737,1.632007051485717,0.644967197434511,0.27168722026483394
1,1_1_bk_pic.pckl,sb1,se1,['F4'],3.306266116332505,7.392325416859122,2.073744772544761,4.358565820250623,3.030842229666956,1.3127734583944775,1.7032909935171106,5.474668572231277
2,1_1_bk_pic.pckl,sb1,se1,['Fz'],1.3083318463871927,2.796491381511462,2.593276296623179,6.411956649871371,0.6123615653564703,0.492890737596258,5.4090359107871,32.267119508409905
3,1_5_bk_pic.pckl,sb1,se1,['F8'],-0.7672128525012264,6.108584961482741,-0.4639669362434981,-0.2864134784798851,5.541135474717754,2.068444885050399,0.5988480590650606,-0.5109658531201307
4,1_5_bk_pic.pckl,sb1,se1,['F4'],-2.3529049825790116,6.710991235039542,-1.7819345672538285,3.1910950036716326,4.1263401798662525,1.5537882538540966,0.4925712970310709,0.16757229620857705
5,1_5_bk_pic.pckl,sb1,se1,['Fz'],-1.1336213511641489,2.6454556633879625,-2.683541989374091,6.6654524739429455,0.7088945565745106,0.5156211686049199,3.91288874849963,19.267040451600767
6,1_16_bk_pic.pckl,sb1,se1,['F8'],-12.447087323307908,11.833826515026635,-1.0949665685446388,0.2588964596601504,4.96882540883187,2.4486345807160443,0.5241183260404173,-0.7481813692219754
7,1_16_bk_pic.pckl,sb1,se1,['F4'],-22.11664730485957,10.637066715695001,-1.2065378154080508,0.22686970298807285,3.8688877291578354,1.9770531512815062,0.5826819523911573,-0.8838354980190055
8,1_16_bk_pic.pckl,sb1,se1,['Fz'],-20.33629397845478,5.952145366753294,-1.1791405021309327,0.37627907735985744,1.487665165751607,1.0773995518636796,1.6547447343686705,2.017120109559393
9,1_24_bk_pic.pckl,sb1,se1,['F8'],4.408134449340344,6.219548680927988,0.2605747478173335,-0.6188801792365348,5.559825323598854,1.1706158408221445,-0.6766527815999798,-0.4967079652489468
10,1_24_bk_pic.pckl,sb1,se1,['F4'],7.244261394861681,18.225577351071294,0.3440833461917162,-1.0140936878276277,4.823597308044568,1.454762718494364,0.3370945075477033,-1.3316469158217024
11,1_24_bk_pic.pckl,sb1,se1,['Fz'],5.590446190159084,11.280569147446213,0.27996112432778986,-1.0354619288282088,1.8474140207816057,0.8706123103163549,1.350735611269752,0.5320575121744215
12,1_26_bk_pic.pckl,sb1,se1,['F8'],5.751290318603256,21.732251733824217,-0.47614609710862543,-1.2918648867881735,6.9259964228128865,3.4496413805675328,0.48041681196974223,-1.4363639024804533
13,1_26_bk_pic.pckl,sb1,se1,['F4'],4.157762566493243,26.56352493668354,-0.21842638169372983,-1.411077395413626,7.304064055212446,3.6988300995199856,0.6448754392488809,-0.8959750467541832
14,1_26_bk_pic.pckl,sb1,se1,['Fz'],-1.0078337719688377,17.101782498234467,-0.11844172127838126,-1.3504263538806995,4.001493001560066,0.31387432132200194,-0.2785417378624027,-1.0061905160680984
15,1_28_bk_pic.pckl,sb1,se1,['F8'],-23.032861509224432,16.279797419952775,0.1191228222746017,-1.5,9.83840529272086,4.621204647737871,0.6948334819807651,-1.4999999999999998
16,1_28_bk_pic.pckl,sb1,se1,['F4'],-48.59598993165542,20.035326345750644,0.2814846958560531,-1.5,12.25688223878995,3.353416949936966,0.6722630926541417,-1.4999999999999998
17,1_28_bk_pic.pckl,sb1,se1,['Fz'],-28.942911388891115,10.937370326314717,0.4626867986247832,-1.4999999999999998,6.998753719600138,0.7938086640389318,0.6607334850616109,-1.500000000000001
18,1_68_bk_pic.pckl,sb1,se1,['F8'],-24.325313672732157,2.943145615872441,0.3214857979401734,-1.1688703192924652,4.868328146661556,1.8268752381545916,0.7959990102087506,-0.21773498000643654
19,1_68_bk_pic.pckl,sb1,se1,['F4'],-32.30807081861906,8.810806852482045,-0.8409952917530845,-0.443556851838514,3.7708136966927785,0.7825848474109378,-0.12281884446674456,-1.0420475067194228
20,1_68_bk_pic.pckl,sb1,se1,['Fz'],-20.784472379438323,6.265099206027811,-0.9461182197822919,-0.15356876553998333,1.587317000695488,1.0079799811238153,1.8710155088868676,2.9557251583324025
21,1_70_bk_pic.pckl,sb1,se1,['F8'],-65.47106332894687,6.442538911061939,0.6063989316847689,-1.4462376606200007,11.053621296584822,3.018958523676077,-0.19942876102458237,-1.3734337791918714
22,1_70_bk_pic.pckl,sb1,se1,['F4'],-71.67671902858609,8.026904279509969,-0.22041036315848145,-1.082176531202938,6.593154776715028,1.932028061840381,0.14501967792802178,-1.5832208430153256
23,1_70_bk_pic.pckl,sb1,se1,['Fz'],-41.33088710783494,2.6734942025260557,0.036954427026339706,-0.9370380669482463,1.8969924313134954,1.0408767114879292,1.4116965022403098,0.4224557251412855
24,1_72_bk_pic.pckl,sb1,se1,['F8'],38.54060695957364,11.61586470679974,-0.31363736979961404,-1.5,10.283540365612863,2.523213934001999,-0.12470155138620537,-1.5000000000000002
25,1_72_bk_pic.pckl,sb1,se1,['F4'],37.57363696198319,13.530593513634706,-0.5372593528029306,-1.4999999999999996,10.070695610251615,0.5809680697581395,-0.39816267387771187,-1.4999999999999993
26,1_72_bk_pic.pckl,sb1,se1,['Fz'],23.537438121281905,10.09718454032256,-0.5583156327735027,-1.4999999999999991,6.519311747058431,0.520048904723085,-0.5912170613922964,-1.5000000000000013
27,1_76_bk_pic.pckl,sb1,se1,['F8'],10.186688085929813,26.35659319826939,-0.09346659441925656,-1.0040335892848349,7.3166087583526345,2.846939831666853,0.8218365260362985,-0.5759982129621433
28,1_76_bk_pic.pckl,sb1,se1,['F4'],3.8220980604156995,31.179479017054557,-0.028078518711595026,-1.063954797893882,6.006354680697195,2.4009100981719262,0.5790571331651835,-0.9044699538145737
29,1_76_bk_pic.pckl,sb1,se1,['Fz'],-0.9568223751086358,17.676780860293523,-0.04256358193586491,-1.0727094609639376,2.5661506989150493,0.7922554553864924,0.09251074164612577,-0.6125640714144529
30,1_78_bk_pic.pckl,sb1,se1,['F8'],-44.222289946356454,8.181066168644932,-0.7833587882927826,-0.6754133726067111,7.285596549780478,2.2657800120717235,0.7356125817301071,-0.367075580231218
31,1_78_bk_pic.pckl,sb1,se1,['F4'],-43.73562789232858,3.9727476682137133,-0.4332007895906564,-0.9126485995391267,4.809147557966254,2.5970261019604743,1.5113028321793036,0.7433220454817109
32,1_78_bk_pic.pckl,sb1,se1,['Fz'],-23.482805343734785,4.240153525577927,-0.8562304474864215,-0.734937278416226,1.7703463891300555,1.1548473211177703,0.7481493860963141,-0.7712287468557504
33,1_80_bk_pic.pckl,sb1,se1,['F8'],-90.19575398712135,4.779507534727307,0.45885791113016494,-1.4999999999999982,14.204327933359657,4.837603004623812,0.5971264868629191,-1.5
34,1_80_bk_pic.pckl,sb1,se1,['F4'],-89.58557967906165,3.6576280432201234,-0.1448251939078855,-1.4999999999999987,12.903186346822688,4.411078814934071,0.6545420838605893,-1.5
35,1_80_bk_pic.pckl,sb1,se1,['Fz'],-43.60990853427787,2.1606330878700803,0.29752528380292753,-1.5000000000000013,5.711065058962991,2.097102706886269,-0.0018130168530738132,-1.4999999999999998
36,1_84_bk_pic.pckl,sb1,se1,['F8'],25.64327017860011,10.324209474295722,0.31554129190783986,-1.5806973046745887,6.774540980529304,2.4377520767395073,0.5738860098113007,-0.8836415603476584
